Program Name,Days Per Week,Mesocycle Name,Mesocycle Order,Microcycle Name,Microcycle Order,Workout Name,Workout Day,Workout Notes,Exercise Name,Exercise Order,Exercise Notes,Reps,Target RPE,Target RIR,Rest,Advanced Exercise Sets,Video Link
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 2,2,Vertical Pull,Day 2,,Overhand Pullup ,1,,2,3/fail,,,NA,,https://www.youtube.com/watch?v=VX2iVFQzskU
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 2,2,Vertical Push,Day 2,,Incline Medium Grip Bench Press,1,,2,3/fail,,,NA,,https://www.youtube.com/watch?v=LGUfh4tc13I
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 2,3,Vertical Pull,Day 3,,Overhand Pullup ,1,,2,3/fail,,,NA,,https://www.youtube.com/watch?v=VX2iVFQzskU
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 2,3,Horizontal Pull,Day 3,,Barbell Bent-Row,1,,2,3/fail,,,NA,,https://www.youtube.com/watch?v=nMu_CWMVewc
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 2,3,Rear/Medial Delts,Day 3,,Barbell Upright Row,1,,2,3/fail,,,NA,,https://www.youtube.com/watch?v=-hpLxNeJU34
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 2,3,Biceps,Day 3,,Barbell Curl,1,,4,3/fail,,,NA,,https://www.youtube.com/watch?v=Wz66Z5W9iqE
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 2,3,Vertical Push,Day 3,,Incline Medium Grip Bench Press,1,,2,3/fail,,,NA,,https://www.youtube.com/watch?v=LGUfh4tc13I
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 2,3,Quads,Day 3,,High Bar Squat,1,,2,3/fail,,,NA,,https://www.youtube.com/watch?v=thBk5RamieE
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 2,3,Abs,Day 3,,V-Up,1,,3,3/fail,,,NA,,https://www.youtube.com/watch?v=8ywlNJEp4bA
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 2,3,Calves,Day 3,,Calves on Leg Press,1,,3,3/fail,,,NA,,https://www.youtube.com/watch?v=5f-MN0b_V4g
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 2,4,Deadlifts and Glute Bridges,Day 4,,Deadlift ,1,,2,3/fail,,,NA,,https://www.youtube.com/watch?v=wWYRrCVvEcY
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 2,4,Hamstrings,Day 4,,Stiff Legged Deadlift,1,,2,3/fail,,,NA,,https://www.youtube.com/watch?v=V8Wxzum0Heg
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 2,4,Quads,Day 4,,High Bar Squat,1,,2,3/fail,,,NA,,https://www.youtube.com/watch?v=thBk5RamieE
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 2,4,Quads,Day 4,,High Bar Squat,2,,2,3/fail,,,NA,,https://www.youtube.com/watch?v=thBk5RamieE
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 2,4,Rear/Medial Delts,Day 4,,Barbell Upright Row,1,,2,3/fail,,,NA,,https://www.youtube.com/watch?v=-hpLxNeJU34
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 2,4,Horizontal Push,Day 4,,Medium Grip Bench Press,1,,2,3/fail,,,NA,,https://www.youtube.com/watch?v=IB4SOljqN3M
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 2,4,Horizontal Pull,Day 4,,Barbell Bent-Row,1,,2,3/fail,,,NA,,https://www.youtube.com/watch?v=nMu_CWMVewc
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 2,5,Vertical Pull,Day 5,,Overhand Pullup ,1,,2,3/fail,,,NA,,https://www.youtube.com/watch?v=VX2iVFQzskU
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 2,5,Biceps,Day 5,,Barbell Curl,1,,4,3/fail,,,NA,,https://www.youtube.com/watch?v=Wz66Z5W9iqE
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 2,5,Vertical Push,Day 5,,Incline Medium Grip Bench Press,1,,2,3/fail,,,NA,,https://www.youtube.com/watch?v=LGUfh4tc13I
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 2,5,Triceps,Day 5,,Cable Tricep Pushdown,1,,3,3/fail,,,NA,,https://www.youtube.com/watch?v=EHZ-EmyH0AA
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 2,5,Quads,Day 5,,High Bar Squat,1,,2,3/fail,,,NA,,https://www.youtube.com/watch?v=thBk5RamieE
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 2,5,Hamstrings,Day 5,,Stiff Legged Deadlift,1,,2,3/fail,,,NA,,https://www.youtube.com/watch?v=V8Wxzum0Heg
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 2,5,Abs,Day 5,,V-Up,1,,3,3/fail,,,NA,,https://www.youtube.com/watch?v=8ywlNJEp4bA
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 2,5,Calves,Day 5,,Calves on Leg Press,1,,3,3/fail,,,NA,,https://www.youtube.com/watch?v=5f-MN0b_V4g
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,1,Horizontal Push,Day 1,,Medium Grip Bench Press,1,,2,2/fail,,,NA,,https://www.youtube.com/watch?v=IB4SOljqN3M
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,1,Chest Isolation,Day 1,,Flat Dumbbell Flye ,1,,2,2/fail,,,NA,,https://www.youtube.com/watch?v=9yjaVlj69H0
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,1,Vertical Push,Day 1,,Incline Medium Grip Bench Press,1,,2,2/fail,,,NA,,https://www.youtube.com/watch?v=LGUfh4tc13I
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,1,Triceps,Day 1,,Cable Tricep Pushdown,1,,3,2/fail,,,NA,,https://www.youtube.com/watch?v=EHZ-EmyH0AA
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,1,Horizontal Pull,Day 1,,Barbell Bent-Row,1,,2,2/fail,,,NA,,https://www.youtube.com/watch?v=nMu_CWMVewc
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,1,Deadlifts and Glute Bridges,Day 1,,Deadlift ,1,,2,2/fail,,,NA,,https://www.youtube.com/watch?v=wWYRrCVvEcY
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,1,Abs,Day 1,,V-Up,1,,3,2/fail,,,NA,,https://www.youtube.com/watch?v=8ywlNJEp4bA
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,1,Calves,Day 1,,Calves on Leg Press,1,,3,2/fail,,,NA,,https://www.youtube.com/watch?v=5f-MN0b_V4g
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,2,Quads,Day 2,,High Bar Squat,1,,2,2/fail,,,NA,,https://www.youtube.com/watch?v=thBk5RamieE
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,2,Quads,Day 2,,High Bar Squat,2,,2,2/fail,,,NA,,https://www.youtube.com/watch?v=thBk5RamieE
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,2,Hamstrings,Day 2,,Stiff Legged Deadlift,1,,2,2/fail,,,NA,,https://www.youtube.com/watch?v=V8Wxzum0Heg
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,2,Deadlifts and Glute Bridges,Day 2,,Deadlift ,1,,2,2/fail,,,NA,,https://www.youtube.com/watch?v=wWYRrCVvEcY
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,2,Rear/Medial Delts,Day 2,,Barbell Upright Row,1,,2,2/fail,,,NA,,https://www.youtube.com/watch?v=-hpLxNeJU34
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,2,Vertical Pull,Day 2,,Overhand Pullup ,1,,2,2/fail,,,NA,,https://www.youtube.com/watch?v=VX2iVFQzskU
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,2,Vertical Push,Day 2,,Incline Medium Grip Bench Press,1,,2,2/fail,,,NA,,https://www.youtube.com/watch?v=LGUfh4tc13I
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,3,Vertical Pull,Day 3,,Overhand Pullup ,1,,2,2/fail,,,NA,,https://www.youtube.com/watch?v=VX2iVFQzskU
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,3,Horizontal Pull,Day 3,,Barbell Bent-Row,1,,2,2/fail,,,NA,,https://www.youtube.com/watch?v=nMu_CWMVewc
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,3,Rear/Medial Delts,Day 3,,Barbell Upright Row,1,,2,2/fail,,,NA,,https://www.youtube.com/watch?v=-hpLxNeJU34
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,3,Biceps,Day 3,,Barbell Curl,1,,4,2/fail,,,NA,,https://www.youtube.com/watch?v=Wz66Z5W9iqE
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,3,Vertical Push,Day 3,,Incline Medium Grip Bench Press,1,,2,2/fail,,,NA,,https://www.youtube.com/watch?v=LGUfh4tc13I
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,3,Quads,Day 3,,High Bar Squat,1,,2,2/fail,,,NA,,https://www.youtube.com/watch?v=thBk5RamieE
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,3,Abs,Day 3,,V-Up,1,,3,2/fail,,,NA,,https://www.youtube.com/watch?v=8ywlNJEp4bA
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,3,Calves,Day 3,,Calves on Leg Press,1,,3,2/fail,,,NA,,https://www.youtube.com/watch?v=5f-MN0b_V4g
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,4,Deadlifts and Glute Bridges,Day 4,,Deadlift ,1,,2,2/fail,,,NA,,https://www.youtube.com/watch?v=wWYRrCVvEcY
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,4,Hamstrings,Day 4,,Stiff Legged Deadlift,1,,2,2/fail,,,NA,,https://www.youtube.com/watch?v=V8Wxzum0Heg
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,4,Quads,Day 4,,High Bar Squat,1,,2,2/fail,,,NA,,https://www.youtube.com/watch?v=thBk5RamieE
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,4,Quads,Day 4,,High Bar Squat,2,,2,2/fail,,,NA,,https://www.youtube.com/watch?v=thBk5RamieE
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,4,Rear/Medial Delts,Day 4,,Barbell Upright Row,1,,2,2/fail,,,NA,,https://www.youtube.com/watch?v=-hpLxNeJU34
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,4,Horizontal Push,Day 4,,Medium Grip Bench Press,1,,2,2/fail,,,NA,,https://www.youtube.com/watch?v=IB4SOljqN3M
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,4,Horizontal Pull,Day 4,,Barbell Bent-Row,1,,2,2/fail,,,NA,,https://www.youtube.com/watch?v=nMu_CWMVewc
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,5,Vertical Pull,Day 5,,Overhand Pullup ,1,,2,2/fail,,,NA,,https://www.youtube.com/watch?v=VX2iVFQzskU
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,5,Biceps,Day 5,,Barbell Curl,1,,4,2/fail,,,NA,,https://www.youtube.com/watch?v=Wz66Z5W9iqE
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,5,Vertical Push,Day 5,,Incline Medium Grip Bench Press,1,,2,2/fail,,,NA,,https://www.youtube.com/watch?v=LGUfh4tc13I
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,5,Triceps,Day 5,,Cable Tricep Pushdown,1,,3,2/fail,,,NA,,https://www.youtube.com/watch?v=EHZ-EmyH0AA
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,5,Quads,Day 5,,High Bar Squat,1,,2,2/fail,,,NA,,https://www.youtube.com/watch?v=thBk5RamieE
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,5,Hamstrings,Day 5,,Stiff Legged Deadlift,1,,2,2/fail,,,NA,,https://www.youtube.com/watch?v=V8Wxzum0Heg
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,5,Abs,Day 5,,V-Up,1,,3,2/fail,,,NA,,https://www.youtube.com/watch?v=8ywlNJEp4bA
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 3,5,Calves,Day 5,,Calves on Leg Press,1,,3,2/fail,,,NA,,https://www.youtube.com/watch?v=5f-MN0b_V4g
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,1,Horizontal Push,Day 1,,Medium Grip Bench Press,1,,2,1/fail,,,NA,,https://www.youtube.com/watch?v=IB4SOljqN3M
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,1,Chest Isolation,Day 1,,Flat Dumbbell Flye ,1,,2,1/fail,,,NA,,https://www.youtube.com/watch?v=9yjaVlj69H0
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,1,Vertical Push,Day 1,,Incline Medium Grip Bench Press,1,,2,1/fail,,,NA,,https://www.youtube.com/watch?v=LGUfh4tc13I
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,1,Triceps,Day 1,,Cable Tricep Pushdown,1,,3,1/fail,,,NA,,https://www.youtube.com/watch?v=EHZ-EmyH0AA
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,1,Horizontal Pull,Day 1,,Barbell Bent-Row,1,,2,1/fail,,,NA,,https://www.youtube.com/watch?v=nMu_CWMVewc
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,1,Deadlifts and Glute Bridges,Day 1,,Deadlift ,1,,2,1/fail,,,NA,,https://www.youtube.com/watch?v=wWYRrCVvEcY
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,1,Abs,Day 1,,V-Up,1,,3,1/fail,,,NA,,https://www.youtube.com/watch?v=8ywlNJEp4bA
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,1,Calves,Day 1,,Calves on Leg Press,1,,3,1/fail,,,NA,,https://www.youtube.com/watch?v=5f-MN0b_V4g
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,2,Quads,Day 2,,High Bar Squat,1,,2,1/fail,,,NA,,https://www.youtube.com/watch?v=thBk5RamieE
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,2,Quads,Day 2,,High Bar Squat,2,,2,1/fail,,,NA,,https://www.youtube.com/watch?v=thBk5RamieE
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,2,Hamstrings,Day 2,,Stiff Legged Deadlift,1,,2,1/fail,,,NA,,https://www.youtube.com/watch?v=V8Wxzum0Heg
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,2,Deadlifts and Glute Bridges,Day 2,,Deadlift ,1,,2,1/fail,,,NA,,https://www.youtube.com/watch?v=wWYRrCVvEcY
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,2,Rear/Medial Delts,Day 2,,Barbell Upright Row,1,,2,1/fail,,,NA,,https://www.youtube.com/watch?v=-hpLxNeJU34
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,2,Vertical Pull,Day 2,,Overhand Pullup ,1,,2,1/fail,,,NA,,https://www.youtube.com/watch?v=VX2iVFQzskU
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,2,Vertical Push,Day 2,,Incline Medium Grip Bench Press,1,,2,1/fail,,,NA,,https://www.youtube.com/watch?v=LGUfh4tc13I
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,3,Vertical Pull,Day 3,,Overhand Pullup ,1,,2,1/fail,,,NA,,https://www.youtube.com/watch?v=VX2iVFQzskU
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,3,Horizontal Pull,Day 3,,Barbell Bent-Row,1,,2,1/fail,,,NA,,https://www.youtube.com/watch?v=nMu_CWMVewc
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,3,Rear/Medial Delts,Day 3,,Barbell Upright Row,1,,2,1/fail,,,NA,,https://www.youtube.com/watch?v=-hpLxNeJU34
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,3,Biceps,Day 3,,Barbell Curl,1,,4,1/fail,,,NA,,https://www.youtube.com/watch?v=Wz66Z5W9iqE
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,3,Vertical Push,Day 3,,Incline Medium Grip Bench Press,1,,2,1/fail,,,NA,,https://www.youtube.com/watch?v=LGUfh4tc13I
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,3,Quads,Day 3,,High Bar Squat,1,,2,1/fail,,,NA,,https://www.youtube.com/watch?v=thBk5RamieE
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,3,Abs,Day 3,,V-Up,1,,3,1/fail,,,NA,,https://www.youtube.com/watch?v=8ywlNJEp4bA
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,3,Calves,Day 3,,Calves on Leg Press,1,,3,1/fail,,,NA,,https://www.youtube.com/watch?v=5f-MN0b_V4g
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,4,Deadlifts and Glute Bridges,Day 4,,Deadlift ,1,,2,1/fail,,,NA,,https://www.youtube.com/watch?v=wWYRrCVvEcY
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,4,Hamstrings,Day 4,,Stiff Legged Deadlift,1,,2,1/fail,,,NA,,https://www.youtube.com/watch?v=V8Wxzum0Heg
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,4,Quads,Day 4,,High Bar Squat,1,,2,1/fail,,,NA,,https://www.youtube.com/watch?v=thBk5RamieE
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,4,Quads,Day 4,,High Bar Squat,2,,2,1/fail,,,NA,,https://www.youtube.com/watch?v=thBk5RamieE
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,4,Rear/Medial Delts,Day 4,,Barbell Upright Row,1,,2,1/fail,,,NA,,https://www.youtube.com/watch?v=-hpLxNeJU34
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,4,Horizontal Push,Day 4,,Medium Grip Bench Press,1,,2,1/fail,,,NA,,https://www.youtube.com/watch?v=IB4SOljqN3M
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,4,Horizontal Pull,Day 4,,Barbell Bent-Row,1,,2,1/fail,,,NA,,https://www.youtube.com/watch?v=nMu_CWMVewc
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,5,Vertical Pull,Day 5,,Overhand Pullup ,1,,2,1/fail,,,NA,,https://www.youtube.com/watch?v=VX2iVFQzskU
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,5,Biceps,Day 5,,Barbell Curl,1,,4,1/fail,,,NA,,https://www.youtube.com/watch?v=Wz66Z5W9iqE
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,5,Vertical Push,Day 5,,Incline Medium Grip Bench Press,1,,2,1/fail,,,NA,,https://www.youtube.com/watch?v=LGUfh4tc13I
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,5,Triceps,Day 5,,Cable Tricep Pushdown,1,,3,1/fail,,,NA,,https://www.youtube.com/watch?v=EHZ-EmyH0AA
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,5,Quads,Day 5,,High Bar Squat,1,,2,1/fail,,,NA,,https://www.youtube.com/watch?v=thBk5RamieE
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,5,Hamstrings,Day 5,,Stiff Legged Deadlift,1,,2,1/fail,,,NA,,https://www.youtube.com/watch?v=V8Wxzum0Heg
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,5,Abs,Day 5,,V-Up,1,,3,1/fail,,,NA,,https://www.youtube.com/watch?v=8ywlNJEp4bA
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 4,5,Calves,Day 5,,Calves on Leg Press,1,,3,1/fail,,,NA,,https://www.youtube.com/watch?v=5f-MN0b_V4g
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 5: Deload,1,Horizontal Push,Day 1,,Medium Grip Bench Press,1,,2,1/2 reps of Week 1,,,NA,,https://www.youtube.com/watch?v=IB4SOljqN3M
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 5: Deload,1,Chest Isolation,Day 1,,Flat Dumbbell Flye ,1,,2,1/2 reps of Week 1,,,NA,,https://www.youtube.com/watch?v=9yjaVlj69H0
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 5: Deload,1,Vertical Push,Day 1,,Incline Medium Grip Bench Press,1,,2,1/2 reps of Week 1,,,NA,,https://www.youtube.com/watch?v=LGUfh4tc13I
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 5: Deload,1,Triceps,Day 1,,Cable Tricep Pushdown,1,,2,1/2 reps of Week 1,,,NA,,https://www.youtube.com/watch?v=EHZ-EmyH0AA
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 5: Deload,1,Horizontal Pull,Day 1,,Barbell Bent-Row,1,,2,1/2 reps of Week 1,,,NA,,https://www.youtube.com/watch?v=nMu_CWMVewc
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 5: Deload,1,Deadlifts and Glute Bridges,Day 1,,Deadlift ,1,,2,1/2 reps of Week 1,,,NA,,https://www.youtube.com/watch?v=wWYRrCVvEcY
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 5: Deload,1,Abs,Day 1,,V-Up,1,,2,1/2 reps of Week 1,,,NA,,https://www.youtube.com/watch?v=8ywlNJEp4bA
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 5: Deload,1,Calves,Day 1,,Calves on Leg Press,1,,2,1/2 reps of Week 1,,,NA,,https://www.youtube.com/watch?v=5f-MN0b_V4g
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 5: Deload,2,Quads,Day 2,,High Bar Squat,1,,2,1/2 reps of Week 1,,,NA,,https://www.youtube.com/watch?v=thBk5RamieE
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 5: Deload,2,Quads,Day 2,,High Bar Squat,2,,2,1/2 reps of Week 1,,,NA,,https://www.youtube.com/watch?v=thBk5RamieE
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 5: Deload,2,Hamstrings,Day 2,,Stiff Legged Deadlift,1,,2,1/2 reps of Week 1,,,NA,,https://www.youtube.com/watch?v=V8Wxzum0Heg
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 5: Deload,2,Deadlifts and Glute Bridges,Day 2,,Deadlift ,1,,2,1/2 reps of Week 1,,,NA,,https://www.youtube.com/watch?v=wWYRrCVvEcY
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 5: Deload,2,Rear/Medial Delts,Day 2,,Barbell Upright Row,1,,2,1/2 reps of Week 1,,,NA,,https://www.youtube.com/watch?v=-hpLxNeJU34
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 5: Deload,2,Vertical Pull,Day 2,,Overhand Pullup ,1,,2,1/2 reps of Week 1,,,NA,,https://www.youtube.com/watch?v=VX2iVFQzskU
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 5: Deload,2,Vertical Push,Day 2,,Incline Medium Grip Bench Press,1,,2,1/2 reps of Week 1,,,NA,,https://www.youtube.com/watch?v=LGUfh4tc13I
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 5: Deload,3,Vertical Pull,Day 3,,Overhand Pullup ,1,,2,1/2 reps of Week 1,,,NA,,https://www.youtube.com/watch?v=VX2iVFQzskU
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 5: Deload,3,Horizontal Pull,Day 3,,Barbell Bent-Row,1,,2,1/2 reps of Week 1,,,NA,,https://www.youtube.com/watch?v=nMu_CWMVewc
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 5: Deload,3,Rear/Medial Delts,Day 3,,Barbell Upright Row,1,,2,1/2 reps of Week 1,,,NA,,https://www.youtube.com/watch?v=-hpLxNeJU34
Novice-Intermediate 5x Full Body,5,Mesocycle 1 Basic Hypertrophy,1,Week 5: Deload,3,Biceps,Day 3,,Barbell Curl,1,,2,1/2 reps of Week 1,,,NA,,https://www.youtube.com/watch?v=Wz66Z5W9iqE
